報告書_id,文_id,動詞_id,動詞,主体,起点,対象,状況,着点,手段,関係,事象,レコード_id
109000330,1,6,均衡する, , ,油槽内などでの沈降, , , , ,油槽内 清掃する,49
109000330,1,11,なる, , , , , , ,油中の濃度,濃度 考える,49
109000330,1,11,なる, , , , , , ,平衡状態,値 なる,49
109000330,1,14,崩れる, , ,バランス, , , , ,油中の濃度 なる,49
109000330,2,5,崩れる, , ,発生, , , , ,油中の濃度 なる,49
109000330,2,5,崩れる, , ,減少の均衡, , , , ,バランス 油中の濃度 崩れる,49
109000330,2,14,低下する, , , , , , ,これ,低下 発生する,49
109000330,2,17,低下する, , ,発生量, , , , ,低下 発生する,49
109000330,2,20,大きい, , ,減少量, , , , ,油槽内などでの沈降 均衡する,49
109000330,3,4,良好, , ,汚染状態, , , , ,汚染状態 良好,50
109000330,3,4,良好, , ,潤滑状態, , , , ,潤滑状態 良好,50
109000330,5,7,高い, , , , , , ,異常摩耗の早期発見パラメータであるフェログラフィーのIs値がの乗,異物 異常摩耗の早期発見パラメータであるIs値がの乗 高い,51
109000330,5,13,厳しい, , ,μm以下の鉄系摩耗粒子,摩耗粒子の形態観察, , , ,μm以下の鉄系摩耗粒子 摩擦熱 厳しい,51
109000330,5,13,厳しい, , ,金属接触,摩耗粒子の形態観察, , , ,摩耗粒子の形態観察 考える,51
109000330,5,16,高い, , ,摩擦熱, , , , ,摩擦熱 考える,51
109000330,5,22,検出する, , ,黒錆, , , , ,さ 検出する,51
109000330,5,26,増加する, , ,D-SOAPの濃度, , , , ,濃度 鉄錆 増加する,51
109000330,5,33,考える, , ,これ, , , , ,摩耗 考える,51
109000330,6,12,ある, , , , ,軸受メタル, , ,摩擦熱 考える,51
109000330,6,12,ある, , , , ,継続使用可能な状態, , ,摩擦熱 軸受メタル ある,51
109000330,6,17,進行する, , ,摩耗, , , , ,摩擦熱 考える,51
109000330,7,11,増加する, , ,D-SOAPの濃度, , , , ,濃度 鉄錆 増加する,51
109000330,7,18,高い, , , , , , ,増加し,摩擦熱 考える,51
109000330,7,18,高い, , , , , , ,いたこと異常摩耗の早期発見パラメータであるフェログラフィーのIs値がの乗,赤錆 いたこと異常摩耗の早期発見パラメータであるフェログラフィーのIs値がの乗 高い,51
109000330,7,25,厳しい, , ,μm以下の鉄系摩耗粒子, , , , ,μm以下の鉄系摩耗粒子 検出する,51
109000330,7,25,厳しい, , ,金属接触, , , , ,摩擦熱 金属接触 高い,51
109000330,7,28,高い, , ,摩擦熱, , , , ,摩擦熱 金属接触 高い,51
109000330,7,34,検出する, , ,黒錆, , , , ,さ 検出する,51
109000330,8,5,ある, , , , ,良好の範囲, , ,良好の範囲 ある,51
109000346,1,13,受ける, , ,沈降の影響, , , , ,沈降の影響 よる,58
109000346,1,16,出る, , , ,濃度, , , ,濃度 なる,58
109000346,3,5,なる, , ,今回の採油, , , ,濃度,油中の濃度 なる,58
109000346,3,15,ある, , , , ,行われた採油, , ,行われた採油 ある,58
109000346,3,15,ある, , , , ,良好の範囲, , ,良好な範囲 ある,58
109000346,4,4,良好, , , , ,機器の潤滑状態, , ,潤滑状態 良好,58
109000352,1,13,受ける, , ,沈降の影響, , , , ,沈降の影響 よる,65
109000352,1,16,出る, , , ,濃度, , , ,濃度 なる,65
109000352,3,8,上昇する, , ,当社推奨の管理限界値, , , , ,当社推奨の管理限界値 到達する,66
109000352,4,6,高い, , , , , , ,異常摩耗の早期発見パラメータであるフェログラフィーのIs値がの乗,異常摩耗の早期発見パラメータであるフェログラフィーのIs値がの乗 高い,66
109000352,4,11,混入する, ,外部, , , ,摩耗粒子, ,外部 混入する,66
109000352,4,11,混入する, ,外部, , , ,フィルタ表面の異物観察, ,外部 当社推奨の管理限界値 摩耗粒子 混入する,66
109000352,4,16,検出する, , ,鉄錆, , , , ,さ 検出する,66
109000352,4,16,検出する, , ,砂, , , , ,さ 検出する,66
109000352,4,20,検出する, , ,鉄, , , , ,鉄 混入する,66
109000352,4,20,検出する, , ,鉛, , , , ,鉛 ある,66
109000352,4,23,高い, , ,汚染度, , , , ,砂 検出する,66
109000352,4,28,考える, , , , , , ,摩耗,値 考える,66
109000352,4,28,考える, , , , , , ,外部混入異物の影響,摩耗 考える,66
109000352,5,10,残留する, , , ,排油口配管内部, , , ,異物 残留する,66
109000352,5,12,検出する,残留し, ,いた汚染物, , , , ,さ 検出する,66
109000352,5,15,考える, , ,外部混入異物, , , , ,外部混入異物 ある,66
109000352,5,20,厳しい, , ,金属接触, , , , ,砂 検出する,66
109000352,5,24,厳しい, , , , ,mサイズ, , ,mサイズ 厳しい,66
