報告書_id,文_id,動詞_id,動詞,主体,起点,対象,状況,着点,手段,関係,事象,レコード_id
109000270,0,7,検出する, , ,銅合金, , ,摩耗粒子の形態観察, ,摩耗粒子の形態観察 考える,34
109000270,1,8,良好, , , , ,現状の潤滑状態, , ,潤滑状態 良好,34
109000270,1,14,発生する, , ,使用した箇所の摩耗, , , , ,使用した箇所の摩耗 考える,34
109000270,2,6,考える,使用した箇所の摩耗, , , , , , ,摩耗 考える,34
109000270,3,2,凝着する,フィン, , , ,冷却用配管, , ,フィン 冷却用蛇管 凝着する,35
109000270,3,5,脱落する, , , ,振動, , , ,冷却用配管 振動 摩耗する,35
109000270,4,3,摩耗する,冷却用配管, , ,振動, , , ,摩耗 発生する,35
109000270,4,3,摩耗する,留め具, , ,振動, , , ,摩耗 発生する,35
109000270,5,4,考える,観察された銅合金, , , , , , ,摩耗 考える,36
109000270,5,4,考える,の両方, , , , , , ,摩耗 考える,36
109000270,6,8,発生する, , ,緩み,配管取付部, , , ,緩み 発生する,37
109000270,7,1,発生する, , ,緩み, , , , ,緩み 発生する,37
109000270,7,4,振動する, , ,配管, , , , ,振動 なる,37
109000270,7,6,はずれる,継手部, , , , , , ,緩み 発生する,37
109000270,7,9,発生する, , ,銅配管, , , , ,銅配管 発生する,37
109000270,7,9,発生する, , ,亀裂, , , , ,亀裂 発生する,37
109000270,7,12,至る, , , , ,冷却水の混入, , ,油 混入する,37
109000270,7,19,上昇する, , ,濃度, , , ,銅濃度の監視,濃度 上昇する,37
109000270,7,22,進行する, , ,摩耗, , , , ,亀裂 発生する,37
109000382,1,6,検出する, , ,鉄錆, , ,フィルタ表面の異物観察, ,砂 フィルタ表面の異物観察 検出する,95
109000382,1,6,検出する, , ,砂, , ,フィルタ表面の異物観察, ,砂 フェログラフィー 検出する,95
109000382,1,10,増加する, , ,濃度, , , , ,鉄錆 検出する,95
109000382,1,16,混入する,増加した要因,外部, , , ,粒子の増加, ,外部 鉄錆 混入する,95
109000382,2,3,ある, , , , ,異物の混入, , ,フィルタ表面の異物観察 潤滑状態 ある,95
109000382,2,13,ある, , , , ,良好の範囲, ,Is値がのマイナス乗,フィルタ表面の異物観察 良好の範囲 Is値がの乗 ある,95
109000382,2,18,ある, , , , ,潤滑状態, , ,潤滑状態 ある,95
109000382,2,18,ある, , , , ,正常な状態, , ,正常な状態 ある,95
109000679,0,9,発生する, , , ,摩耗粒子の形態観察, ,フレッティング, ,摩耗粒子の形態観察 考える,308
109000679,0,13,検出する, , ,発生したμm未満の赤錆, , , , ,赤錆 検出する,308
