報告書_id,文_id,動詞_id,動詞,主体,起点,対象,状況,着点,手段,関係,事象,レコード_id
109000322,1,14,受ける, , ,油中粒子の沈降の影響, , , , ,沈降の影響 受ける,39
109000322,1,17,出る, , , ,濃度, , , ,濃度 なる,39
109000322,2,6,ある, , , , ,粒子の沈降,油温, ,粒子の沈降 油温 ある,40
109000322,2,6,ある, , , , ,粒子の沈降,粒子サイズ, ,粒子の沈降 粒子サイズ ある,40
109000322,3,8,なる, , ,油温, , , ,cm程度,油温 cm程度 なる,40
109000322,4,4,変化する, , , , ,沈降速度,油温, ,油温 cm程度 なる,40
109000322,4,4,変化する, , , , ,沈降速度,サイズ, ,油温 沈降速度 サイズ 変化する,40
109000322,5,3,撹拌する, , , ,潤滑油, , , ,油温 上昇する,40
109000322,7,7,発生する, , , , , ,フレッティング, ,フレッティング 検出する,41
109000322,9,2,発生する, , , , , ,フレッティング, ,フレッティング 検出する,41
109000322,9,6,検出する, , ,発生した赤錆, , , , ,赤錆 発生する,41
109000322,9,11,噛む, , ,これらの赤錆, , , ,軸受軌道面,発生した赤錆 検出する,41
109000322,9,16,なる, , , , , , ,軸受の寿命の指標,軸受の寿命 なる,41
109000322,9,18,進行する, , , , ,フレーキング, , ,フレーキング 発生する,41
109000322,10,7,添付する, , ,予防保全の事例, , , , ,予防保全の事例 発生した赤錆 添付する,41
109000322,11,7,良好, , ,全酸価, ,粘度, , ,全酸価 水分 良好,42
109000322,11,7,良好, , ,全酸価, ,水分, , ,酸価 水分 良好,42
109000322,11,7,良好, , ,IRのデータ, ,粘度, , ,IRのデータ 水分 良好,42
109000322,11,7,良好, , ,IRのデータ, ,水分, , ,全酸価 水分 IR 良好,42
109000322,12,4,ある, , ,計数汚染度,NAS級, , , ,NAS級 計数汚染度 ある,42
109000322,12,4,ある, , ,計数汚染度,当社推奨の管理限界値内, , , ,当社推奨の管理限界値内 水分 ある,42
109000322,12,7,汚染する, , ,重量汚染度, , , , ,重量汚染度 なる,42
109000430,1,3,黒い, , ,潤滑油,うち, , , ,潤滑油 うち 黒い,96
109000430,6,6,高い, , , , , , ,異常摩耗の早期発見パラメータであるフェログラフィーのIs値がの乗,カルシウム 異常摩耗の早期発見パラメータであるIs値がの乗 高い,97
109000430,6,11,混入する, ,疲労摩耗粒子, , , ,摩耗粒子の形態観察, ,外部 摩耗粒子の形態観察 混入する,97
109000430,6,11,混入する, ,外部, , , ,摩耗粒子の形態観察, ,摩耗粒子の形態観察 発生する,97
109000430,6,15,検出する, , ,鉄錆, , , , ,鉄錆 多い,97
109000430,6,15,検出する, , ,砂, , , , ,砂 検出する,97
109000430,6,18,検出する, , ,鉄, , , , ,鉄 混入する,97
109000430,7,8,良好, , ,全酸価, ,汚染度, ,IR,全酸価 粘度 良好,97
109000430,7,8,良好, , ,全酸価, ,潤滑状態粘度, ,IR,全酸価 潤滑状態粘度 IR 良好,97
